Epoch,Learning Rate,Training Loss,Validation Accuracy
1,1e-06,1.1039578972591295,91.40570068359375
2,1e-06,1.101999232131574,91.49852752685547
3,1e-06,1.1014152204410896,91.43983459472656
4,1e-06,1.1002090972744756,91.51487731933594
5,1e-06,1.1001115977350209,91.40957641601562
