Epoch,Learning Rate,Training Loss,Validation Accuracy
1,0.0001,5.481690067383978,81.6395263671875
2,0.0001,5.140097594923443,82.6821060180664
3,0.0001,4.88857662346628,83.83308410644531
4,0.0001,4.539151431785689,84.7835922241211
