Epoch,Learning Rate,Training Loss,Validation Accuracy
1,1e-07,1.0944410283118486,91.52536010742188
2,1e-07,1.0961736436519358,91.16586303710938
3,1e-07,1.096073491498828,91.19718933105469
4,1e-07,1.0958045185026195,91.45289611816406
5,1e-07,1.0969206732180383,91.09962463378906
