Epoch,Learning Rate,Training Loss,Validation Accuracy
1,0.0001,4.359824279944102,85.0685806274414
2,0.0001,4.260583991805713,85.7112808227539
3,0.0001,4.100215513673094,85.58709716796875
4,0.0001,3.8667410210602813,86.60873413085938
5,0.0001,3.9159076561530433,86.75748443603516
6,0.0001,3.621136379738649,87.25112915039062
7,0.0001,3.532837358613809,87.08192443847656
8,0.0001,3.3119601843257747,88.14447784423828
